created_at,id_str,full_text,lang,location
2023-11-01,1719695451304411569,partai demokrasi indonesia perjuangan pdip meminta pemerintah untuk tidak menerapkan politik diskriminatif dan menegakkan netralitas sumber,in,Jakarta - Indonesia
2023-11-01,1719670955880968261,menurut survei indikator politik indonesia partai demokrasi indonesia perjuangan pdip masih menjadi partai politik dengan tingkat keterpilihan teratas saat ini yaitu 25 2 surveiindikator partaipolitik pdip gerindra golkar databoks,in,
2023-11-01,1719662134689468477,h mohamad guntur romli lahir 17 maret 1978 adalah penulis aktivis nahdlatul ulama politikus partai demokrasi indonesia perjuangan pdip ketua umum ganjarian spartan ganjar pranowo ia pernah menempuh pendidikan di universitas al azhar kairo mesir,in,"Jawa Timur, Indonesia"
2023-11-01,1719654443300610215,budi arie dengan santai menepis anggapan bahwa provinsi jawa tengah yang notabene merupakan basis partai demokrasi indonesia perjuangan pdip bersamaindonesiamaju prabowogibranistimewa prabowo subianto,in,
2023-11-01,1719645820793061716,pasangan ganjar mahfud md diusung oleh partai demokrasi indonesia perjuangan pdip partai persatuan pembangunan pulang pergi partai persatuan indonesia perindo dan partai hati nurani rakyat hanura bersamaindonesiamaju prabowogibranistimewa prabowo subianto,in,
2023-11-01,1719641212678963273,budi arie dengan santai menepis anggapan bahwa provinsi jawa tengah yang notabene merupakan basis partai demokrasi indonesia perjuangan pdip bersamaindonesiamaju prabowogibranistimewa prabowo subianto,in,
2023-11-01,1719637670123762071,pasangan ganjar mahfud md diusung oleh partai demokrasi indonesia perjuangan pdip partai persatuan pembangunan pulang pergi partai persatuan indonesia perindo dan partai hati nurani rakyat hanura bersamaindonesiamaju prabowogibranistimewa prabowo subianto,in,
2023-11-01,1719631414260552084,pdip vs jokowi konflik kepentingan nasional atau keluarga jakarta konflik partai demokrasi indonesia perjuangan pdip dengan presiden joko widodo jokowi merupakan baca selengkapnya the post pdip vs jokowi konflik,in,"South Sulawesi, Indonesia"
2023-11-01,1719614227474968862,pasangan ganjar mahfud md diusung oleh partai demokrasi indonesia perjuangan pdip partai persatuan pembangunan pulang pergi partai persatuan indonesia perindo dan partai hati nurani rakyat hanura bersamaindonesiamaju prabowogibranistimewa prabowo subianto,in,
2023-11-01,1719605352021549501,budi arie dengan santai menepis anggapan bahwa provinsi jawa tengah yang notabene merupakan basis partai demokrasi indonesia perjuangan pdip bersamaindonesiamaju prabowogibranistimewa prabowo subianto,in,
2023-11-01,1719583013527560337,bendera partai demokrasi indonesia perjuangan pdip dan baliho calon presiden serta calon wakil presiden ganjar pranowo mahfud md dicopot satuan polisi pamong praja satpol pulang pergi provinsi bali kasatpol pulang pergi bali nyoman rai dharmadi mengatakan perintah pencopotan dari pejabat pj,in,Indonesia
2023-11-01,1719545099250749830,ganjar pranowo calon presiden dari partai demokrasi indonesia pdi perjuangan kembali muncul kali ini sebagai calon presiden ia mendapat dukungan dari berbagai kalangan masyarakat termasuk keluarga korban rms,in,
2023-11-02,1720086506902262164,perseteruan antara partai demokrasi indonesia perjuangan pdip dengan pendukung dan keluarga besar presiden joko widodo nampaknya belum juga mereda apa kata sekjen pdip hasto kristiyanto,in,Jakarta
2023-11-02,1720039365127414213,pasangan ganjar mahfud md diusung oleh partai demokrasi indonesia perjuangan pdip partai persatuan pembangunan pulang pergi partai persatuan indonesia perindo dan partai hati nurani rakyat hanura bersamaindonesiamaju prabowogibranistimewa prabowo subianto,in,
2023-11-02,1720028661569692038,maka dari itu jangan pilih lagi dari pdip sudah terbukti saat ini partai penguasa pdip presiden dari pdip bikin demokrasi indonesia mundur morat marit,in,
2023-11-02,1719982695814701541,budi arie dengan santai menepis anggapan bahwa provinsi jawa tengah yang notabene merupakan basis partai demokrasi indonesia perjuangan pdip bersamaindonesiamaju prabowogibranistimewa prabowo subianto,in,
2023-11-02,1719974435602800997,budi arie dengan santai menepis anggapan bahwa provinsi jawa tengah yang notabene merupakan basis partai demokrasi indonesia perjuangan pdip bersamaindonesiamaju prabowogibranistimewa prabowo subianto,in,
2023-11-02,1719964097478004992,budi arie dengan santai menepis anggapan bahwa provinsi jawa tengah yang notabene merupakan basis partai demokrasi indonesia perjuangan pdip bersamaindonesiamaju prabowogibranistimewa prabowo subianto,in,
2023-11-02,1719927317030633718,partai demokrasi indonesia perjuangan pdip p sumber kompas 26 10 2023,in,Jakarta Capital Region
2023-11-03,1720573966878978395,pdip dan partai lainnya tuntut anwar usman yng merusak tatanan demokrasi konstitusi jangan biarkan indonesia di rusak oleh mahkamah keluarga,in,
2023-11-03,1720478208456618060,megawati 2 kali berdoa di pusara bung karno ada apa ketua umum partai demokrasi indonesia pdi perjuangan megawati soekarnoputri memimpin kegiatan ziarah bersama ganjar pranowo dan peristiwa bungkarno ganjar megawati via,in,Surabaya
2023-11-03,1720455410879242599,seribuan orang kader dari partai demokrasi indonesia perjuangan pdi perjuangan kota bogor dan dua ribu orang relawan dari tim koordinasi relawan pemenangan pemilihan presiden tkrpp ganjar mahfud kota bogor berangkat dengan menggunakan 35 bis menuju stadion gelora bung karno,in,Indonesia
2023-11-03,1720418048681927161,bacapres ganjar pranowo berorasi di hadapan para kader partai demokrasi indonesia perjuangan pdip di bali ganjar mengatakan banteng tidak cengeng tapi akan menyeruduk semua jika dilukai begitu begitu,in,
2023-11-03,1720406637868155333,jangan memfitnah pa jokowi itu petugas partai dari partai demokrasi indonesia perjuangan biangnya demokrasi bearti pdip telah membawa demokrasi kepuncak tertinggi penerapannya bila ingin tahu wajah asli demokrasi maka lihat didua periode pa jokowi pdip,in,
2023-11-03,1720381338216485223,bisa memilih yang terbaik amin yra cc partai oalisi ini didirikan oleh sepuluh partai politik antara lain partai demokrasi indonesia perjuangan pdi p partai golongan karya golkar partai nasional demokrat nasdem,in,"DKI Jakarta, Indonesia"
2023-11-03,1720365207988686998,inilah jawaban singkat gibran rakabuming raka wali kota solo usai mendapatkan surat resmi dari ketua dewan pimpinan cabang dpc partai demokrasi indonesia perjuangan pdi p kota solo fx hadi rudyatmo atau fx rudy,in,Indonesia
2023-11-03,1720355778455101675,dilansir situs resmi komnas ham peristiwa kudatuli 27 juli 1996 adalah peristiwa kekerasan di kantor partai demokrasi indonesia pdi peristiwa itu terjadi di kantor dpp pdi perjuangan jalan diponegoro nomor 58 menteng jakarta pusat pdip,in,"Jawa Timur, Indonesia"
2023-11-03,1720339763956519353,isu retak dengan jokowi survei patradata elektabilitas pdi perjuangan masih tidak tergoyang promedia pojokbaca socmedpreneur megawati pdip pdiperjuangan ganjar partai demokrasi indonesia jokowi survey elektabilitascapres elektabilitas,in,
2023-11-03,1720334753512169482,pasangan ganjar mahfud md diusung oleh partai demokrasi indonesia perjuangan pdip partai persatuan pembangunan pulang pergi partai persatuan indonesia perindo dan partai hati nurani rakyat hanura bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,in,
2023-11-03,1720329192016072880,pasangan ganjar mahfud md diusung oleh partai demokrasi indonesia perjuangan pdip partai persatuan pembangunan pulang pergi partai persatuan indonesia perindo dan partai hati nurani rakyat hanura bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,in,
2023-11-03,1720325993041469686,pasangan ganjar mahfud md diusung oleh partai demokrasi indonesia perjuangan pdip bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,in,
2023-11-03,1720323126310167017,pasangan ganjar mahfud md diusung oleh partai demokrasi indonesia perjuangan pdip partai persatuan pembangunan pulang pergi bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,in,
2023-11-03,1720256316575474151,the war has begin ready or not calon presiden capres ganjar pranowo berorasi di hadapan para kader partai demokrasi indonesia perjuangan pdip di bali,in,Any where... 
2023-11-04,1720863223560524240,bakal capres pilpres 2024 ganjar pranowo mengajak para sukarelawan pendukungnya selalu menaati aturan dan bertindak kompak kontestan pilpres yang dudukung partai demokrasi indonesia perjuangan pdip partai persatuan pembangunan pulang pergi partai hanura dan partai perindo,in,"Jawa Tengah, Indonesia"
